Q,A
특정 선수의 급여를 추정해줘.,1
각 선수의 연봉을 분석해봐.,1
선수들의 연봉 변화 예측을 해줘.,1
선수별 연봉 규모를 알아봐.,1
각 선수의 소득을 계산해줘.,1
선수의 재정적 가치 예측을 해봐.,1
특정 선수의 급여 규모를 알려줘.,1
선수별 연봉 예측치를 알려줘.,1
각 선수의 경제적 측면을 분석해줘.,1
선수들의 연봉을 추정해줘.,1
각 선수의 수익성을 예측해봐.,1
선수별 소득 분석을 해줘.,1
선수들의 연봉 현황을 살펴봐.,1
각 선수의 연간 수입을 추정해줘.,1
선수별 급여 규모를 평가해봐.,1
선수의 연봉을 조사해줘.,1
특정 선수의 경제적 가치를 예측해줘.,1
선수 개별의 연봉 추정을 해줘.,1
각 선수의 급여를 검토해봐.,1
선수들의 재정적 가치를 추정해줘.,1
선수별 연봉 변화 분석을 해줘.,1
각 선수의 소득을 예상해줘.,1
특정 선수의 수익을 분석해봐.,1
선수의 연간 급여를 예측해줘.,1
선수들의 재정적 현황을 알려줘.,1
선수별 경제적 가치를 계산해줘.,1
각 선수의 급여 예측치를 분석해봐.,1
특정 선수의 연봉을 알아봐.,1
선수들의 연봉 추정치를 제시해줘.,1
각 선수의 소득 규모를 예측해줘.,1
선수별 급여를 추정해봐.,1
특정 선수의 수익성 분석을 해줘.,1
각 선수의 연봉을 평가해줘.,1
선수별 연봉을 조사해봐.,1
선수들의 연간 수입을 예측해줘.,1
각 선수의 경제적 이득을 계산해봐.,1
선수별 재정적 가치를 알아봐.,1
특정 선수의 급여를 추정해줘.,1
각 선수의 연봉 추세를 예측해봐.,1
선수 개개인의 소득을 분석해줘.,1
선수들의 급여를 평가해줘.,1
선수별 수익 예측을 해줘.,1
각 선수의 연간 급여를 파악해봐.,1
선수별 경제적 측면을 조사해줘.,1
특정 선수의 연봉을 계산해봐.,1
선수들의 소득을 추정해줘.,1
각 선수의 급여 현황을 알아봐.,1
선수별 수익성을 평가해줘.,1
선수의 연봉을 전망해줘.,1
특정 선수의 경제적 가치를 계산해봐.,1
각 선수의 연봉 예측치를 파악해줘.,1
선수 개별의 수익을 분석해봐.,1
선수들의 급여 추세를 알아봐.,1
각 선수의 연간 소득을 예측해줘.,1
선수별 경제적 가치 평가를 해줘.,1
특정 선수의 급여를 알아봐.,1
각 선수의 재정적 이득을 계산해줘.,1
선수별 연봉 분석을 해봐.,1
선수들의 연봉을 예측해줘.,1
각 선수의 수익성을 추정해봐.,1
특정 선수의 경제적 가치를 예측해줘.,1
선수 개별의 급여를 조사해줘.,1
선수들의 재정적 현황을 분석해줘.,1
각 선수의 연봉을 평가해줘.,1
선수별 급여 예측치를 제시해봐.,1
특정 선수의 소득을 분석해줘.,1
각 선수의 연봉을 검토해봐.,1
선수들의 경제적 가치를 추정해줘.,1
선수별 연봉 규모를 파악해줘.,1
각 선수의 급여 추정을 해줘.,1
특정 선수의 재정적 가치를 계산해줘.,1
선수들의 연간 소득을 알아봐.,1
각 선수의 수익을 전망해줘.,1
선수별 경제적 이득을 분석해줘.,1
메인 페이지로 가주세요.,4
메인 화면으로 돌아가요.,4
홈 페이지로 이동해 주세요.,4
기본 페이지로 이동해줘.,4
시작 페이지로 돌아가줘.,4
메인 화면으로 다시 가주세요.,4
초기 화면으로 이동해주세요.,4
메인으로 돌아가 주세요.,4
홈페이지로 가주세요.,4
처음으로 돌아가요.,4
홈으로 이동해줘.,4
주 페이지로 가주세요.,4
메인 메뉴로 돌아가줘.,4
첫 페이지로 이동해주세요.,4
메인 섹션으로 가주세요.,4
홈페이지로 전환해 주세요.,4
시작 화면으로 돌아가줘.,4
메인 콘텐츠로 이동해줘.,4
첫 화면으로 돌아가 주세요.,4
홈 화면으로 돌아가줘.,4
주 대시보드로 가주세요.,4
메인 인터페이스로 이동해줘.,4
초기 페이지로 돌아가줘.,4
메인 뷰로 가주세요.,4
홈으로 돌아가주세요.,4
기본 화면으로 이동해 주세요.,4
주 페이지로 돌아가요.,4
메인으로 전환해줘.,4
첫 페이지로 가주세요.,4
메인 경로로 이동해 주세요.,4
홈으로 돌아가줘.,4
기본 페이지로 가주세요.,4
메인 뷰로 돌아가줘.,4
주 화면으로 이동해 주세요.,4
시작 페이지로 돌아가주세요.,4
홈페이지로 가요.,4
메인 세션으로 돌아가줘.,4
주 대시보드로 이동해 주세요.,4
홈 페이지로 돌아가 주세요.,4
기본 섹션으로 이동해줘.,4
메인 패널로 가주세요.,4
시작 화면으로 이동해줘.,4
메인 메뉴로 이동해 주세요.,4
초기 대시보드로 가주세요.,4
메인 페이지로 리턴해줘.,4
첫 화면으로 이동해 주세요.,4
주 화면으로 돌아가요.,4
홈으로 전환해줘.,4
기본 경로로 돌아가 주세요.,4
메인으로 가주세요.,4
홈페이지로 이동해줘.,4
메인 뷰로 돌아가요.,4
초기 화면으로 가주세요.,4
시작 페이지로 가주세요.,4
메인 섹션으로 돌아가줘.,4
주 페이지로 가요.,4
홈 페이지로 전환해줘.,4
메인 화면으로 리턴해 주세요.,4
기본 화면으로 돌아가주세요.,4
메인 인터페이스로 돌아가요.,4
주 대시보드로 돌아가줘.,4
메인 경로로 돌아가 주세요.,4
시작 화면으로 이동해 주세요.,4
첫 페이지로 돌아가요.,4
메인으로 다시 가줘.,4
홈으로 이동해 주세요.,4
초기 페이지로 리턴해줘.,4
메인 콘텐츠로 이동해 주세요.,4
기본 페이지로 돌아가줘.,4
메인 뷰로 가주세요.,4
홈으로 다시 가주세요.,4
메인 섹션으로 가요.,4
홈페이지로 리턴해 주세요.,4
기본 경로로 이동해 주세요.,4
메인으로 이동해줘.,4
첫 화면으로 돌아가주세요.,4
주 페이지로 전환해줘.,4
메인 화면으로 가주세요.,4
시작 화면으로 돌아가요.,4
메인 페이지로 돌아가 주세요.,4
홈 페이지로 리턴해줘.,4
초기 대시보드로 가요.,4
메인으로 가는 경로로 이동해줘.,4
주 대시보드로 전환해 주세요.,4
기본 섹션으로 돌아가줘.,4
메인 콘텐츠로 돌아가 주세요.,4
시작 페이지로 가세요.,4
홈페이지로 이동해 주세요.,4
메인 뷰로 가주세요.,4
주 화면으로 돌아가 주세요.,4
메인 페이지로 리다이렉트해줘.,4
첫 페이지로 전환해 주세요.,4
기본 페이지로 돌아가세요.,4
메인 메뉴로 돌아가 주세요.,4
홈으로 이동해 주세요.,4
초기 화면으로 전환해 주세요.,4
메인 대시보드로 돌아가세요.,4
주 페이지로 가세요.,4
메인으로 리턴해줘.,4
홈 페이지로 전환해 주세요.,4
이번 달의 경기 일정을 알려줘.,2
이번 달에 열리는 경기 일정이 궁금해.,2
이번 달 경기 일정 좀 알려줄래?,2
이번 달 경기가 언제인지 알려줘.,2
이번 달의 스포츠 경기 일정은?,2
이번 달의 게임 일정을 알고 싶어.,2
이번 달의 경기 날짜를 확인해줘.,2
이번 달 경기 목록을 보여줘.,2
이번 달에 예정된 경기는 뭐가 있어?,2
이번 달에 열리는 경기를 알려줘.,2
이번 달의 경기 스케줄을 알고 싶어.,2
이번 달의 경기 일정이 어떻게 되나요?,2
이번 달의 스포츠 일정 좀 알려줘.,2
이번 달 경기는 어떤 것이 있나요?,2
이번 달에 진행되는 경기를 알려줘.,2
이번 달 경기 일정 요약해줘.,2
이번 달의 스포츠 경기 계획은?,2
이번 달 경기 시간표를 알고 싶어.,2
이번 달의 모든 경기를 알려줘.,2
이번 달 경기에 대한 정보가 필요해.,2
이번 달의 경기 세부 일정을 보여줘.,2
이번 달의 주요 경기 일정은?,2
이번 달 경기 일정 좀 정리해줘.,2
이번 달의 모든 경기 날짜를 알고 싶어.,2
이번 달 경기가 언제인지 리스트해줘.,2
이번 달의 경기 계획을 알려줘.,2
이번 달의 스포츠 일정이 궁금해.,2
이번 달에 열리는 모든 경기를 정리해줘.,2
이번 달의 경기 일정을 체크해줘.,2
이번 달 경기에 대한 세부 정보를 알려줘.,2
이번 달의 경기 시간과 장소는?,2
이번 달의 경기 일정을 한눈에 보여줘.,2
이번 달의 경기 목록을 정리해줘.,2
이번 달에 예정된 모든 경기를 알고 싶어.,2
이번 달의 경기 일정을 요약해줘.,2
이번 달의 스포츠 경기 리스트는?,2
이번 달의 경기 일정 좀 알려줘.,2
이번 달의 경기 일정을 확인하고 싶어.,2
이번 달에 열리는 경기들에 대한 정보를 주세요.,2
이번 달의 경기 시간표를 정리해줘.,2
이번 달에 진행될 경기를 알려줘.,2
이번 달의 경기 일정을 체크해줘.,2
이번 달에 예정된 경기들이 뭐가 있나요?,2
이번 달의 경기 계획이 궁금해.,2
이번 달 경기 일정에 대한 정보를 알고 싶어.,2
이번 달의 경기 일정을 나열해줘.,2
이번 달의 경기 세부 사항은?,2
이번 달 경기가 언제인지 확인해줘.,2
이번 달에 열리는 경기들에 대해 알고 싶어.,2
이번 달의 경기 일정표를 보여줘.,2
이번 달의 모든 경기 일정을 알려줘.,2
이번 달의 스포츠 일정 좀 알려줘.,2
이번 달 경기를 확인해줄래?,2
이번 달의 경기 스케줄을 보고 싶어.,2
이번 달의 경기 일정이 어떻게 되는지 궁금해.,2
이번 달의 모든 경기 정보를 정리해줘.,2
이번 달 경기 일정을 안내해줘.,2
이번 달의 경기 목록을 확인해줘.,2
이번 달의 스포츠 경기 일정은?,2
이번 달에 예정된 모든 경기를 나열해줘.,2
이번 달 경기에 대한 정보를 알고 싶어.,2
이번 달의 경기 일정 세부 사항은?,2
이번 달의 경기 날짜를 확인해줘.,2
이번 달의 주요 경기를 알려줘.,2
이번 달 경기가 언제인지 궁금해.,2
이번 달의 경기 시간표를 알고 싶어.,2
이번 달의 모든 경기를 정리해줘.,2
이번 달의 경기 일정이 필요해.,2
이번 달 경기에 대한 세부 정보를 알고 싶어.,2
이번 달의 경기 계획을 확인해줘.,2
이번 달의 스포츠 일정이 궁금해.,2
이번 달의 경기 일정은 어떻게 되나요?,2
이번 달에 열리는 경기는 언제인가요?,2
이번 달 경기 시간과 날짜를 알려줘.,2
이번 달의 모든 경기에 대한 정보를 알고 싶어.,2
이번 달의 경기 일정을 나열해줘.,2
이번 달의 경기 스케줄을 확인해줄래?,2
이번 달 경기를 정리해서 보여줘.,2
이번 달의 경기 일정표를 알고 싶어.,2
이번 달의 모든 경기를 확인해줘.,2
이번 달의 주요 경기 목록이 궁금해.,2
이번 달 경기가 언제인지 알려줘.,2
이번 달의 경기 계획이 궁금해.,2
이번 달의 경기 일정을 상세히 알고 싶어.,2
이번 달의 모든 경기에 대한 정보를 정리해줘.,2
이번 달의 경기 일정을 알려줄 수 있어?,2
이번 달에 진행될 경기에 대해 알고 싶어.,2
이번 달의 경기 목록을 알려줘.,2
이번 달의 모든 경기 일정이 궁금해.,2
이번 달 경기 일정에 대해 설명해줘.,2
이번 달의 경기 시간표를 체크해줘.,2
이번 달의 경기 일정이 어떻게 되나요?,2
이번 달의 경기 세부 사항을 알고 싶어.,2
이번 달의 경기 일정을 알려줘.,2
이번 달에 열리는 경기는 어떤 것들이 있나요?,2
이번 달의 모든 경기를 나열해줄래?,2
이번 달의 경기 일정이 궁금해.,2
이번 달의 경기 정보를 알려줘.,2
이번 달의 경기 일정을 확인해줘.,2
이번 달의 모든 경기 일정을 정리해줄 수 있어?,2
뉴스 섹션으로 가줄래?,5
최신 뉴스 보기로 넘어가줘.,5
뉴스 업데이트 페이지로 이동해줘.,5
현재 뉴스 기사로 바꿔줘.,5
뉴스 피드를 열어줄 수 있어?,5
최신 소식 페이지로 가는 방법 알려줘.,5
뉴스 목록으로 이동해줄래?,5
최신 뉴스 섹션으로 가줘.,5
